start	den_afr	alt_afr	vin_afr	chag_afr	den_alt	den_vin	den_chag	alt_vin	nea_afr	den_nea	z_den	z_nea	cddr
4050000	0.001178	0.00113	0.00112	0.00109	0.00039	0.00038	0.00035	0.00013	0.00111333	0.000373333	-0.150202	-0.386845	False
4100000	0.0010805	0.0014045	0.0014085	0.0013985	0.00143	0.00155	0.00154	0.00022	0.00140383	0.00150667	-0.518621	0.664239	False
4150000	0.001382	0.001352	0.001492	0.001472	0.0002	0.00035	0.00033	0.0002	0.00143867	0.000293333	0.620645	0.790273	False
4200000	0.0010185	0.0011085	0.0011185	0.0011485	0.00039	0.0004	0.00043	0.00019	0.00112517	0.000406667	-0.752898	-0.344029	False
4250000	0.00132	0.00137	0.00135	0.0014	0.00045	0.00043	0.00048	0.0001	0.00137333	0.000453333	0.386368	0.553884	False
4300000	0.0012135	0.0012235	0.0012835	0.0012435	0.00017	0.00023	0.00019	0.00016	0.00125017	0.000196667	-0.0160593	0.108244	False
4350000	0.0010905	0.0009305	0.0009905	0.0009005	0.00036	0.00042	0.00033	0.00026	0.0009405	0.00037	-0.480834	-1.01219	False
4400000	0.0010165	0.0011435	0.0011235	0.0011355	0.00052	0.0005	0.00052	6e-05	0.00113417	0.000513333	-0.760455	-0.311466	False
4450000	0.001656	0.001611	0.001731	0.001677	0.00059	0.00069	0.00071	8e-05	0.001673	0.000663333	1.656	1.63814	False
4500000	0.001328	0.001322	0.001292	0.001312	0.00045	0.00042	0.00044	0.00019	0.00130867	0.000436667	0.416597	0.319908	False
4550000	0.000902	0.000862	0.000862	0.000862	0.00016	0.00016	0.00016	2e-05	0.000862	0.00016	-1.19311	-1.29622	False
4600000	0.000925	0.000905	0.000895	0.000935	0.00046	0.00049	0.00049	0.00025	0.000911667	0.00048	-1.1062	-1.11651	False
4650000	0.00181	0.0016665	0.001496	0.001466	0.00039	0.00074	0.00071	0.00049	0.00154283	0.000613333	2.23791	1.16717	False
4700000	0.0012425	0.001186	0.0012635	0.0012435	0.00052	0.00053	0.00051	0.00047	0.001231	0.00052	0.0935218	0.0388955	False
4750000	0.001421	0.001302	0.001342	0.001342	0.00047	0.00051	0.00051	6e-05	0.00132867	0.000496667	0.768013	0.392272	False
4800000	0.001206	0.001117	0.001117	0.001127	0.00037	0.00037	0.00038	-5e-05	0.00112033	0.000373333	-0.0443993	-0.361517	False
4850000	0.000664	0.000668	0.000658	0.000678	0.00061	0.0006	0.00062	0	0.000668	0.00061	-2.09243	-1.99814	False
4900000	0.0008715	0.0007915	0.0008715	0.0008215	0.00042	0.0005	0.00045	0.00014	0.000828167	0.000456667	-1.30836	-1.41863	False
4950000	0.0006875	0.0006875	0.0007175	0.000774	0.0002	0.00023	0.00039	0.00011	0.000726333	0.000273333	-2.00363	-1.78708	False
5000000	0.0011795	0.0011795	0.0011795	0.0011495	0.00024	0.00024	0.00021	0.0001	0.0011695	0.00023	-0.144534	-0.183623	False
5050000	0.0011495	0.0013365	0.0014065	0.0013565	0.00055	0.00062	0.00057	0.00015	0.0013665	0.00058	-0.257894	0.52916	False
5100000	0.0009355	0.0009875	0.0009445	0.0009405	0.00065	0.00052	0.00053	0.00023	0.0009575	0.000566667	-1.06653	-0.950679	False
5150000	0.000709	0.0008415	0.000847	0.000837	0.00039	0.00043	0.00042	0.00025	0.000841833	0.000413333	-1.92239	-1.36918	False
5200000	0.0015555	0.001607	0.0018225	0.0018225	0.00065	0.00093	0.00093	0.00054	0.00175067	0.000836667	1.27624	1.91915	False
5250000	0.0009535	0.0009495	0.0009195	0.0009295	0.00078	0.00071	0.00072	7e-05	0.000932833	0.000736667	-0.998511	-1.03993	False
5300000	0.001068	0.001018	0.001038	0.001028	0.00031	0.00033	0.00032	0.00017	0.001028	0.00032	-0.565854	-0.695597	False
5350000	0.0013805	0.0013605	0.0013705	0.0014205	0.00036	0.00037	0.00042	0.00021	0.00138383	0.000383333	0.614977	0.591875	False
5400000	0.001074	0.0009075	0.000953	0.000953	0.00072	0.00076	0.00076	0.00012	0.000937833	0.000746667	-0.543182	-1.02184	False
5450000	0.001482	0.001452	0.001452	0.001442	0.00109	0.00109	0.00108	2e-05	0.00144867	0.00108667	0.998511	0.826455	False
5500000	0.0013325	0.0013965	0.0014765	0.0014265	0.00072	0.0008	0.00075	0.00012	0.00143317	0.000756667	0.433601	0.770373	False
5550000	0.000913	0.0006655	0.0007455	0.0006955	0.00072	0.0008	0.00075	0.00016	0.000702167	0.000756667	-1.15155	-1.87452	False
5600000	0.00163	0.001704	0.001754	0.001764	0.00085	0.0009	0.00091	7e-05	0.00174067	0.000886667	1.55775	1.88297	False
5650000	0.0008815	0.0009245	0.0009875	0.0009475	0.00062	0.0007	0.00066	0.00036	0.000953167	0.00066	-1.27057	-0.966358	False
5700000	0.0013135	0.0012555	0.0012495	0.0012495	0.00067	0.00066	0.00066	0.0002	0.0012515	0.000663333	0.361807	0.113068	False
5750000	0.001041	0.000974	0.000884	0.000974	0.0005	0.00053	0.00046	0.00025	0.000944	0.000496667	-0.667878	-0.999525	False
5800000	0.001313	0.001183	0.001488	0.001468	0.00043	0.00116	0.00114	0.00083	0.00137967	0.00091	0.359917	0.5768	False
5850000	0.001428	0.00177	0.002011	0.002021	0.00095	0.00162	0.00163	0.00111	0.001934	0.0014	0.794463	2.58248	False
5900000	0.0011485	0.0018475	0.0014035	0.0013935	0.00147	0.00087	0.00086	0.00096	0.00154817	0.00106667	-0.261672	1.18646	False
